-0.4962793,0.3830867,-0.77907085,5.926531
-0.4970388,0.37966004,-0.7802632,6.2278666
-0.49779382,0.3762177,-0.78144836,6.278406
-0.4985442,0.37275973,-0.78262633,6.219044
-0.4992898,0.3692861,-0.78379685,6.219724
-0.50003064,0.36579692,-0.7849598,6.2055326
-0.50076663,0.3622923,-0.7861151,6.226227
-0.5014976,0.35877222,-0.7872627,6.2320366
-0.5022236,0.35523674,-0.7884024,6.2478013
-0.50294447,0.351686,-0.789534,6.238847
-0.5036601,0.34812,-0.79065734,6.244804
-0.50437033,0.34453878,-0.7917723,6.2557435
-0.5050753,0.3409425,-0.792879,6.281499
-0.50577474,0.3373312,-0.793977,6.3121705
-0.5064687,0.33370495,-0.7950664,6.333001
-0.5071569,0.33006376,-0.7961468,6.344033
-0.50783944,0.32640782,-0.79721826,6.3502054
-0.5085162,0.3227372,-0.7982806,6.361328
-0.50918704,0.31905192,-0.7993337,6.3676076
-0.50985193,0.3153521,-0.8003774,6.3788266
-0.5105107,0.3116379,-0.8014116,6.404714
-0.5111633,0.30790928,-0.8024361,6.4062724
-0.51180977,0.3041665,-0.80345094,6.417629
-0.51244986,0.30040953,-0.8044558,6.4144683
-0.51308364,0.29663858,-0.8054507,6.4259443
-0.5137108,0.29285362,-0.8064352,6.4277864
-0.5143315,0.2890549,-0.80740964,6.4200296
-0.51494557,0.2852425,-0.8083736,6.4172063
-0.5155528,0.28141642,-0.8093269,6.4193
-0.51615334,0.27757695,-0.8102696,6.4118323
-0.516747,0.27372417,-0.81120145,6.414098
-0.5173335,0.26985803,-0.8121223,6.421254
-0.51791316,0.2659789,-0.81303215,6.442896
-0.51848555,0.26208675,-0.8139307,6.4549794
-0.5190508,0.2581818,-0.8148181,6.4623322
-0.5196087,0.25426415,-0.81569386,6.4793377
-0.52015924,0.25033396,-0.8165582,6.486831
-0.52070236,0.24639134,-0.81741077,6.4896226
-0.5212379,0.24243644,-0.8182515,6.492502
-0.5217659,0.23846942,-0.8190803,6.4954705
-0.52228624,0.23449044,-0.8198971,6.489
-0.5227987,0.23049963,-0.82070166,6.4778786
-0.5233035,0.22649714,-0.82149404,6.4716306
-0.5238003,0.22248319,-0.82227397,6.4702435
-0.52428913,0.21845783,-0.8230413,6.473703
-0.5247699,0.21442135,-0.8237961,6.4772553
-0.52524257,0.21037383,-0.8245381,6.4809012
-0.52570707,0.20631544,-0.8252672,6.4799085
-0.5261632,0.2022464,-0.82598335,6.4742904
