ply
format,ascii,1.0
element,vertex,20480
property,double,x
property,double,y
property,double,z
end_header
1.707295139841087,-0.428577855309423,-2.476747333002344
1.708850856944503,-0.407607747212961,-2.479004188361957
1.711849836044662,-0.386924962941602,-2.483354762152462
1.720492058585375,-0.367372191276706,-2.495891904167002
1.729712106226114,-0.347719522724222,-2.509267288347199
1.734376480262377,-0.326977483693301,-2.516033825476516
1.737669481501741,-0.305877436127361,-2.520810932753896
1.744260484802357,-0.285234377223673,-2.530372401925611
1.745242607641809,-0.263579448619876,-2.531797152729693
1.745009800729773,-0.241731665888765,-2.531459423250451
1.744540932635392,-0.219859953154049,-2.530779243371069
1.749330799306503,-0.198596972592502,-2.537727830774776
1.750939994484963,-0.176892910401734,-2.540062265972021
1.75061630231923,-0.154977504845726,-2.539592690624746
1.754269547989217,-0.133372547826577,-2.544892399069289
1.766836252832495,-0.112242508527544,-2.563122728424127
1.766551899167739,-0.090142545539723,-2.562710220847446
1.766087471225058,-0.06804275360028,-2.562036482229229
1.775824057134838,-0.0462200781994,-2.576161200692867
1.792042000246414,-0.024241664044429,-2.599688326384866
1.803884212623387,-0.001853305697901,-2.616867645435845
1.811582062098178,0.020783561328866,-2.628034799673932
1.820383027663957,0.043639319156328,-2.640802227802918
1.831481761362336,0.066798906707222,-2.656902993537964
1.832765729845417,0.089755308002704,-2.658765627268899
1.833071610340764,0.112683682895948,-2.659209363494341
1.835294473707141,0.135761509013953,-2.662434037884743
1.84173494671894,0.159259614399497,-2.671777135034736
1.847887428502462,0.182890228368908,-2.680702447649463
1.848213369450972,0.206025154711059,-2.681175285272027
1.848771412163921,0.22919700383676,-2.681984829426839
1.855860255197942,0.253274079348075,-2.69226850719811
1.854500754626373,0.276269804199477,-2.690296300204561
1.84816015853841,0.298427231079062,-2.681098093002981
1.846556876091445,0.321250305840567,-2.678772235316219
1.852247544921757,0.345393420619828,-2.687027602838549
1.853776091875146,0.368850653897075,-2.689245042870931
1.853993846619797,0.392068904208125,-2.68956093639776
1.856112944503017,0.415718447159237,-2.692635079765335
1.86605213239944,0.441270204596511,-2.707053709878092
1.863481477542659,0.463955833621066,-2.703324499613254
1.861765829955107,0.486800757250248,-2.700835635510217
1.862263476568633,0.510209171662639,-2.701557563953674
1.869105495784002,0.535447516172369,-2.711483178130491
1.870195014384355,0.55913707108135,-2.713063726346618
1.86833111024695,0.58193395368822,-2.710359788700713
1.867893657827219,0.605146369967311,-2.709725183067156
1.875354336384682,0.631005354622586,-2.720548277029284
1.871436752169362,0.653080154267322,-2.714865096640211
1.868250968465843,0.675321540142362,-2.710243528226476
1.866612268184753,0.698061848238956,-2.707866290421443
1.874512571139391,0.724447752236576,-2.719327140872075
1.870968085698152,0.746465006793955,-2.714185209252525
1.868396645977113,0.768794030870377,-2.710454860396936
1.868701439389047,0.792278213001246,-2.710897019606851
1.879977688028542,0.820558754586431,-2.72725530359209
1.87209152984206,0.840517806720185,-2.715814972743482
1.875360447763371,0.865427466904501,-2.720557142714261
1.884720485408053,0.893305873905735,-2.734135608283738
1.911304766263684,0.929797404273138,-2.772701023935947
1.922587439954034,0.959318458908572,-2.789068628645646
1.93687816147281,0.990660114438234,-2.809799963013295
1.949329613663709,1.021395311268998,-2.827863097082011
1.967499970829928,1.055509830241467,-2.854222560423142
1.959381497250859,1.075646760305865,-2.842445213135151
1.953958369362939,1.097094091291281,-2.83457796322651
1.956124525203669,1.122761885014161,-2.837720372863953
1.96762897949674,1.153960488831564,-2.854409711352119
1.963723309882212,1.176216461980818,-2.848743815294879
1.957877214997821,1.197188276499523,-2.840262973537934
1.957066890320578,1.221156121289074,-2.839087447739031
1.968943665808123,1.253178699624793,-2.856316906973702
1.963537359776912,1.274281950951113,-2.848474060279108
1.968155687835769,1.301881065429722,-2.855173799202849
1.975706017379764,1.331571726781978,-2.866126948500233
1.992317879573222,1.367671640275522,-2.89022552666855
1.997509775588662,1.396204606841253,-2.8977573319841
2.001020670957648,1.42367138490223,-2.902850534991984
2.009576028842497,1.454877988004466,-2.915261663759185
2.023520992020381,1.490267771691723,-2.935491411711759
2.020539977165016,1.513329085636949,-2.931166898380483
2.018150765131882,1.536766515846144,-2.927700904485839
2.020533109777408,1.563837269896213,-2.93115693596476
2.031246110645936,1.597519415444655,-2.946698124895954
2.034741871763676,1.625703009186525,-2.951769372873606
2.038496462811466,1.654184030353346,-2.957216101530606
2.042051152564004,1.68259420310582,-2.962372836390796
2.051602712358986,1.716109460594803,-2.976229140257762
2.042673802566484,1.734174094713121,-2.963276105366995
2.042708550475599,1.759737451616907,-2.963326513635149
2.042344906769963,1.784953493861968,-2.962798981190947
2.048350180513298,1.815806315842011,-2.971510741319976
2.047780374785083,1.840898453359878,-2.970684132736169
2.048619725470247,1.867260753198309,-2.971901766127385
2.052562809857796,1.896511801711074,-2.977621939232064
2.064738709266859,1.933571233044598,-2.995285333032333
2.055311985860238,1.950434764663945,-2.981610127432865
2.054058206507488,1.974920689989648,-2.979791288618396
2.053448449675217,2.000002531122027,-2.978906723569939
2.06096622091558,2.033086712105249,-2.989812641026848
2.056138121369194,2.054025650696555,-2.982808589767092
2.054712105236065,2.078285000963945,-2.980739889650675
2.054244016598588,2.103489592338966,-2.980060840517678
2.051745468508085,2.126577965904013,-2.97643623445214
2.030297333282279,2.129726278028638,-2.945321747871142
2.015714963738064,2.139626208940455,-2.924167324107684
1.998556668971956,2.146395107498649,-2.899276044440138
1.988139692840344,2.160059306690409,-2.884164294134143
1.978673509015947,2.174507976175403,-2.870431843901217
1.968866244081856,2.188340888756049,-2.856204592442034
1.963071117902103,2.20643815375161,-2.847797690216887
1.976139457797371,2.24582835297965,-2.866755733982762
1.957075098444209,2.248625669616548,-2.839099355140298
1.959036853549404,2.275367633155069,-2.84194524371071
1.957566836740988,2.29812983436579,-2.83981271247768
1.928381500140436,2.287971817546761,-2.797473984450304
1.937707571715502,2.32325829060821,-2.811003175954406
1.956735208706984,2.370531096164711,-2.838606282220131
1.902176910554039,2.328212424082238,-2.759459381200996
1.93753709186094,2.395711530878057,-2.810755863398267
1.997218925092236,2.494471719113488,-2.897335399551613
1.699553644298107,2.14394035916852,-2.465516862070816
1.44795005846734,-1.063313833799787,-2.124621415082972
1.545530179073481,-1.115431782844632,-2.267803711125444
1.465230556640678,-1.03895282942402,-2.149977618681068
1.459018814868907,-1.016101260807599,-2.140862939955727
1.518894298569068,-1.038596179389596,-2.228720068842112
1.509059170489977,-1.012791389590588,-2.214288684544894
1.502235328158187,-0.98921822345225,-2.204275851943046
1.532814345329072,-0.989974400299997,-2.249145379281732
1.539915244137002,-0.975090735235312,-2.259564745326466
1.54058493557702,-0.956036514253728,-2.260547404062959
1.557573807506673,-0.946886176981757,-2.285475695552549
1.559807817934309,-0.928522965185576,-2.288753727393715
1.572909462862261,-0.916435147532998,-2.307978171789405
1.585451888423166,-0.903697279030203,-2.326382056500724
1.594099862140367,-0.88847167895522,-2.339071492886458
1.598815884419459,-0.870885638709538,-2.345991456644582
1.613388234963606,-0.85842453480116,-2.367373912381324
1.615089116125799,-0.838909246029231,-2.369869667342329
1.627535370107361,-0.824796448224142,-2.388132436553291
1.633189772671173,-0.807012846318399,-2.39642931440921
1.638809752678584,-0.789069688234936,-2.4046756829951
1.645170958209652,-0.771331939185716,-2.41400967446671
1.654806149566609,-0.754926936212764,-2.428147685495268
1.654943996500282,-0.734065654910106,-2.428349952517929
1.666737463533126,-0.718223478548676,-2.445654867469607
1.66997747782352,-0.698505409646036,-2.450409039553299
1.679429622008056,-0.681225230524853,-2.464278459866162
1.681860209856794,-0.66094666657979,-2.467844935770817
1.689816106273436,-0.642708147976006,-2.479518865962078
1.694630859038866,-0.623113455508034,-2.486583699983074
1.701363104556039,-0.604077828852978,-2.496462129776794
1.701460819941262,-0.582600223602316,-2.496605510550745
1.70979230906107,-0.563835385399831,-2.508830559405133
1.710218518716193,-0.542352908901381,-2.50945594987029
1.72204197583593,-0.524329905783861,-2.526804870193895
1.72410725474463,-0.503160116777606,-2.529835317115653
1.728730214701258,-0.482652194171626,-2.536618727681152
1.73283146372717,-0.461888308755335,-2.542636615838334
1.742369633407119,-0.442401192045869,-2.556632263992225
1.741474330960955,-0.420155660191143,-2.555318559324738
1.74951860737199,-0.399976542408491,-2.567122172185408
1.751945063461524,-0.378380687445165,-2.570682585433389
1.761836530141589,-0.358241365903654,-2.585196637083272
1.764613865342939,-0.336495322059766,-2.589271905985777
1.77323593898777,-0.315719687426616,-2.601923338403012
1.775375083984928,-0.293653726816299,-2.605062171296005
1.779876324538478,-0.271894508463813,-2.611666979257846
1.776963380548266,-0.24898261526106,-2.60739272743103
1.780756264187095,-0.226999196439351,-2.612958141622527
1.780400268134578,-0.204443451443728,-2.612435777724381
1.781952225739603,-0.182091675806255,-2.614713012594227
1.778621128053065,-0.159263411682777,-2.609825191057037
1.786722770988459,-0.137398555586729,-2.621712979573799
1.796494885807733,-0.115436172787992,-2.636051902587247
1.801208622132165,-0.092965606303595,-2.642968512094168
1.799387510712934,-0.07012118465649,-2.640296339599044
1.816297588700029,-0.04781593132408,-2.665109014326329
1.826133808108009,-0.024986286354714,-2.679541999963811
1.840871439941656,-0.001913007774782,-2.701166977992761
1.846603451342314,0.021428435806874,-2.70957773366912
1.860390258347637,0.045110133997605,-2.729807537340753
1.864177533959507,0.068771563495713,-2.73536472270274
1.870043178031797,0.092631712304325,-2.743971561686145
1.869711480751537,0.116254846778922,-2.743484852119857
1.877077082996541,0.14044551632033,-2.754292625615362
1.87558569368542,0.16404776363908,-2.752104264456009
1.882430304151468,0.188446800744672,-2.762147570776572
1.881299817617355,0.212119710979675,-2.760488773302313
1.886112896543328,0.236509328789326,-2.767551151247469
1.886834024277249,0.260455807291443,-2.768609284031496
1.889984874069175,0.284786636144652,-2.773232622318953
1.881742497460936,0.307336336887753,-2.761138330978835
1.887002945361686,0.332053689974016,-2.768857147106162
1.886288469301831,0.355777119388559,-2.767808774526973
1.889149316107767,0.380202035993458,-2.772006582561594
1.887318772408531,0.403695810162292,-2.769320569793474
1.894380296093963,0.429157727177468,-2.779682159516441
1.897715158935766,0.453906842951339,-2.784575505781132
1.898685888046114,0.478144928550604,-2.785999886300356
1.895978453450796,0.501434786476617,-2.782027184695413
1.901573656589524,0.526956977794889,-2.790237197423935
1.900634898847144,0.550727375756012,-2.788859729470968
1.900541689695852,0.574729732012809,-2.788722960831913
1.896236224766974,0.597402674665708,-2.782405420433133
1.900473586062208,0.622766144157558,-2.788623030286907
1.90007907558526,0.646660382511373,-2.788044152995596
1.898316579732028,0.670061777786339,-2.785457988913573
1.892566861521944,0.69196079578659,-2.777021251494073
1.897937942685445,0.717921016120375,-2.784902403192221
1.900360837148758,0.742864587043905,-2.788457590357095
1.896165931935944,0.765198808644425,-2.782302277611832
1.891215133802276,0.787112356185645,-2.775037820060251
1.89612585145539,0.813129700489897,-2.782243466296611
1.902568803433268,0.83994767351399,-2.791697406830334
1.893354402647269,0.859818184670472,-2.778176834678962
1.890365478405127,0.882361543936232,-2.773791094704176
1.903381470090967,0.912502257495007,-2.792889857477492
1.925650893004276,0.947525297601238,-2.825566462962931
1.94016733427684,0.979198547232338,-2.846866881315156
1.955148501230454,1.011479293903506,-2.868849205875628
1.973799725981922,1.046083942239391,-2.896216718513763
1.988055527272937,1.078775140410671,-2.917134691847814
1.982407815184511,1.100774965227372,-2.908847631131097
1.973636592034668,1.120858087946599,-2.895977347082521
1.982012909435171,1.150674565477669,-2.908268173844514
1.989469031398058,1.18015699199625,-2.919208769691161
1.987859895009249,1.204335815153471,-2.916847634642712
1.981735361367001,1.225681225449935,-2.907860919073606
1.985980034052439,1.253416106358448,-2.914089257153889
1.993893275455792,1.283620057132571,-2.925700598339289
1.989297192817407,1.305812749214631,-2.918956625685053
1.991266227847417,1.332281695288949,-2.921845851019409
2.002853528872922,1.365357261683277,-2.938848252281688
2.016086114779636,1.399868237133849,-2.958264830381134
2.021567945728585,1.4292340947329,-2.966308488627421
2.023568359474274,1.456233216473801,-2.969243756911201
2.036911939793631,1.491589293171244,-2.988823200507754
2.049376160580376,1.526627731830474,-3.007112332961583
2.050662491831493,1.553513356011423,-3.008999806156555
2.047023219979652,1.576637758692273,-3.003659791239248
2.054868594802332,1.608660930678769,-3.015171549714718
2.06266175883871,1.640840954032682,-3.026606697706266
2.067028487733027,1.670449001734108,-3.033014132595663
2.070504247808431,1.699436177590675,-3.038114221681408
2.079588470541945,1.733185489542817,-3.051443779594087
2.089311982695463,1.767705396920085,-3.065711386429264
2.08176206443354,1.787638244721626,-3.054633160403715
2.077430391128863,1.810184420483969,-3.048277163653384
2.077714152331965,1.836701109937623,-3.048693535147246
2.081224856084256,1.866118394448702,-3.053844898159049
2.082599094627464,1.89368179204056,-3.055861360412881
2.081808716840911,1.919284312577471,-3.054701614908196
2.090392619474888,1.95362781116025,-3.067297037833514
2.102932019908692,1.991935088440033,-3.085696483683297
2.096754131817032,2.012593444213898,-3.076631479498401
2.091968748319033,2.034449798105454,-3.069609739901943
2.092058539372459,2.060987914604988,-3.069741493061438
2.099482147304454,2.094845923467584,-3.080634380075919
2.09567279997883,2.117541479121281,-3.075044808213145
2.093855456363722,2.142178684692012,-3.072378164332272
2.100649455723107,2.175688892872775,-3.082347207427783
2.096720265240354,2.19812907824202,-3.076581786034428
2.078841638382608,2.205669430912641,-3.050347929920321
2.063637622764514,2.215629291797743,-3.028038612697287
2.048396274587954,2.225164136690304,-3.005674516269173
2.037410750879569,2.238990467950789,-2.989555121273299
2.03276117118748,2.259581934909071,-2.982732650755632
2.021439105287076,2.272554445969849,-2.966119437106232
2.020092781589056,2.296581774124366,-2.964143935158689
2.03496634359814,2.339220025539875,-2.985968367692303
2.014928010029376,2.341661302844272,-2.956565507853453
2.017309702246376,2.369934914109057,-2.960060237701891
2.022462136406643,2.401558849483255,-2.967620561963555
1.988633942764833,2.386532944692362,-2.917983418593403
2.005465485968496,2.432088215241638,-2.942680856830499
-0.0,0.0,-0.0
1.980305980860128,2.451652245280484,-2.905763545329639
-0.0,0.0,-0.0
-0.0,0.0,-0.0
1.962019225765267,2.503432887848058,-2.878930830168148
1.409888965294823,-1.0473813776347,-2.092786563990843
1.469837558735456,-1.073116619754822,-2.181772018853576
1.43967428625382,-1.032680951015881,-2.136998782854553
1.443736631992989,-1.017129215461026,-2.143028777265808
1.500055329193236,-1.037620401165991,-2.226626149614559
1.491121799842329,-1.012369158894266,-2.213365552039284
1.489575889900297,-0.992267636163106,-2.211070861013634
1.52197279835718,-0.99438222778343,-2.259159622896545
1.520471957609498,-0.973954529482317,-2.256931830901037
1.518533452221445,-0.953290470312648,-2.254054385846707
1.536575306978641,-0.944963526499349,-2.280835041738599
1.540838576577015,-0.927877737660132,-2.287163280028116
1.55157670661408,-0.914499174953967,-2.303102559515459
1.561038368296794,-0.900109902770871,-2.317147097014531
1.569533549437775,-0.884933677107448,-2.329757026865849
1.575500510555359,-0.868147018080877,-2.338614161265879
1.584616861328517,-0.852902846780763,-2.352146132137572
1.585361398057493,-0.833026514721755,-2.353251294672462
1.595583540201862,-0.817989914784169,-2.368424660988204
1.601896428946585,-0.800737715599581,-2.377795277448177
1.606578392511579,-0.782529641906647,-2.384745009436373
1.607834737557204,-0.762577071321481,-2.38660988113616
1.619054880926946,-0.747190636243815,-2.403264643226121
1.619207251936965,-0.726550989436806,-2.403490817067012
1.627965035445493,-0.709658696134628,-2.416490544072575
1.630806039921127,-0.690038823724839,-2.420707625091859
1.638974318839551,-0.672532256631139,-2.43283231348378
1.643925763618104,-0.653537898843535,-2.440182053328529
1.652137896922606,-0.635671453638553,-2.452371837534528
1.655294582761722,-0.615714480806507,-2.457057504188754
1.664480901161804,-0.597842461214489,-2.470693332394708
1.66844534814033,-0.577926667240198,-2.476578009539181
1.675101913369938,-0.558807541490383,-2.486458766547545
1.676840491030458,-0.537940418585505,-2.489039446344291
1.689487958275642,-0.520388932220513,-2.507812874728206
1.692767581128355,-0.499748291581476,-2.51268102449749
1.699551893683433,-0.480013605364467,-2.522751404868338
1.700444648148068,-0.458516743495379,-2.524076576278656
1.714340483415165,-0.440336951149651,-2.544703035566058
1.713339677151845,-0.418165951865531,-2.543217476098193
1.721484154267612,-0.398135625691327,-2.555306833982516
1.725201894921092,-0.37692978764198,-2.560825309465001
1.735358018309339,-0.356953186770944,-2.57590068000293
1.737001606159042,-0.33507468565591,-2.578340360469453
1.74768787788673,-0.314782853870794,-2.594202663417674
1.750479720519492,-0.292896738168395,-2.598346770432086
1.758457014490194,-0.271740532068393,-2.610187967895037
1.754594709555725,-0.248702079725025,-2.604454906588892
1.75506263894692,-0.226320823874714,-2.605149483514376
1.757913887147512,-0.204204451542496,-2.6093817699367
1.761042036376267,-0.182043767229434,-2.614025077911474
1.755415009299145,-0.159009997338179,-2.605672528914998
1.764593041448698,-0.13727188968957,-2.619296057319907
1.774707220180268,-0.115359856099322,-2.63430916677481
1.79022031288224,-0.093470986112818,-2.657336222643599
1.79233887037097,-0.070657248503455,-2.660480930316752
1.807710476904773,-0.048142267628476,-2.683297969397676
1.817932280505242,-0.025162794596568,-2.698470833191486
1.831170322689337,-0.001925014793892,-2.718120888974868
1.835064480149867,0.021541711812535,-2.723901230981983
1.844236857223053,0.045237522560005,-2.737516365202577
1.843326138633459,0.068791671927977,-2.736164528515578
1.851137414365084,0.092759579589735,-2.74775929470013
1.851813498349695,0.116478501254059,-2.748762848535894
1.855125444575426,0.140414225502687,-2.7536789779138
1.85310690850009,0.163963029135794,-2.750682738293957
1.858092029280363,0.188169459995453,-2.758082465538894
1.85506544351199,0.21158959329414,-2.753589914574433
1.858601777941507,0.23576481598417,-2.758839117428024
1.856658491572558,0.259265320680391,-2.755954575664075
1.865607428812319,0.284376428044979,-2.769238044134555
1.858779770387412,0.307109824524806,-2.759103322772169
1.863526531254996,0.331728945379777,-2.766149237458139
1.864249903816734,0.355701821332707,-2.767222984693013
1.867295231336304,0.380165932336887,-2.77174335521352
1.86422157614767,0.403383906533924,-2.767180936158224
1.869993135216735,0.428550332170563,-2.775748023049703
1.871164778986901,0.452751390237567,-2.777487167337193
1.875355591692435,0.477751560283977,-2.78370785331902
1.873605017133791,0.501269358066281,-2.781109365774416
1.874739106999023,0.52555104182189,-2.782792766446907
1.873105994928217,0.549050605258854,-2.78036863583563
1.871563509843817,0.572536117071801,-2.778079028540835
1.866172722453382,0.594755704273798,-2.770077144918976
1.871308344597281,0.620326831007982,-2.77770027077147
1.868553836669476,0.643312884635221,-2.77361158199979
1.873092289773338,0.668832603864751,-2.780348292415194
1.868203008301619,0.690981436798023,-2.773090825463218
1.874205913825572,0.717173143371888,-2.782001314398641
1.878290160385051,0.742759683221911,-2.788063817570241
1.875950665024095,0.765828304775496,-2.784591157964806
1.868301436256774,0.786601550823483,-2.773236928246586
1.871804102071023,0.812016987600149,-2.778436154664163
1.875797364540829,0.837741126975834,-2.784363604448516
1.86608893148635,0.857272917802402,-2.769952768734536
1.859675663123832,0.878112292968677,-2.760433152516005
1.859566258289092,0.901844836258293,-2.760270756062232
1.878451781812444,0.935029612287193,-2.788303722385462
1.889698039272726,0.964797211816159,-2.804997247256861
1.903954400747876,0.99642782216976,-2.826158858192904
1.920921461905523,1.029876421100465,-2.851344130576187
1.932304531079604,1.060693840713517,-2.86824073364983
1.932846074878739,1.085712573992332,-2.869044581055221
1.927260402987067,1.107225030467734,-2.860753418152682
1.931684491870764,1.134473309987,-2.867320370587668
1.940471861317351,1.164453109945147,-2.880364013855559
1.940936214775479,1.18955670245898,-2.881053282799449
1.938487072167128,1.212849292108421,-2.877417866911942
1.940906113593287,1.239187363632753,-2.881008601727959
1.944272037106569,1.266203970551926,-2.886004852977111
1.943613316604854,1.29063416030353,-2.885027072847362
1.949167046402358,1.319252264608377,-2.893270822097377
1.956576584936755,1.349292236234966,-2.90426926457892
1.969798732940093,1.383604576497036,-2.923895727633547
1.973084749844392,1.411148830287307,-2.928773368494382
1.973544367033038,1.43671955234731,-2.929455607096609
1.982489198463548,1.468587705843869,-2.942732981057061
1.990893395821101,1.500277265952967,-2.955207857975712
1.998872495360353,1.531856030609932,-2.967051735557233
1.999048712645355,1.557559286050617,-2.967313305918783
2.003598658813649,1.586730781925133,-2.974067076210115
2.010394321856581,1.617825864264087,-2.984154304821542
2.012760815744593,1.645473844286338,-2.987667040032973
2.01455184372267,1.672704544441828,-2.99032557512369
2.022973980937557,1.705571755807538,-3.002827081297062
2.030270155361306,1.737690706778796,-3.013657250323431
2.028330997261074,1.761973733582199,-3.010778836407501
2.023078085586732,1.783286175836505,-3.002981610353183
2.016976613045528,1.803705410947766,-2.993924812215806
2.019110863607909,1.831438798230074,-2.997092814101832
2.019326831414379,1.857462262799035,-2.997413388653985
2.013813850852076,1.878148248460027,-2.98923012604797
2.02021352065706,1.909955699950153,-2.998729557075183
2.029575926945036,1.944765789656138,-3.012626763570451
2.034304507490678,1.975315914237991,-3.019645692065006
2.031856584258698,1.998926801684203,-3.016012086174277
2.029281834681699,2.022348677296453,-3.012190223990075
2.036430161941182,2.055518907217372,-3.022800934203364
2.029194900224113,2.07416960979544,-3.012061181725569
2.025642176313437,2.096446488915194,-3.00678765093779
2.029341994470709,2.12623129687864,-3.012279522935759
2.024094977125891,2.146622320901098,-3.004491046204213
2.008282903748007,2.155539389988663,-2.981020194577856
1.992835125075986,2.164447646140349,-2.958090088417654
1.971996982808607,2.167037245059235,-2.927158727701186
1.964091736807608,2.183471234348537,-2.915424475555682
1.964157546050497,2.208666339124327,-2.915522160339871
1.95565050255599,2.224113431816196,-2.902894622453675
1.95454476904576,2.247854903901247,-2.901253312896309
1.964235674995498,2.284123026709614,-2.915638132030112
1.944684414176282,2.286260607818283,-2.886616970109761
1.949068921348219,2.316344195095045,-2.893125168928973
1.956560389709908,2.350272103697088,-2.904245224988583
1.914644167287449,2.324409887890449,-2.842026348709465
1.922596010919933,2.358653923514914,-2.853829768640152
1.947861396277851,2.414563185048761,-2.891332763778529
1.883422630374878,2.358774412951314,-2.795682264482867
1.933007133281458,2.445596935510365,-2.869283650137628
-0.0,0.0,-0.0
1.920383535829068,2.478749979579982,-2.850545653183331
1.390751285870765,-1.045297664895554,-2.088623070046022
1.449332424175514,-1.070572694268002,-2.176599919807658
1.432492395747407,-1.03959651995389,-2.151309652430229
1.446106957270802,-1.030763762496945,-2.171755930334276
1.476006608889031,-1.032975686575474,-2.216659072104209
1.464196778472237,-1.005763353260344,-2.198923130018487
1.470649845106342,-0.991165204714259,-2.208614312030299
1.504006586897519,-0.994184012859002,-2.258709293896881
1.498111428225087,-0.970901020445986,-2.249855975169144
1.49726603827434,-0.950977924243202,-2.248586372924478
1.517188601519318,-0.943998580338189,-2.278505975106875
1.521399928331445,-0.926931363381374,-2.28483052387751
1.532955874134343,-0.914134909920307,-2.30218518336648
1.54285590562191,-0.900073349949338,-2.317052999322635
1.550047218318874,-0.884210405238225,-2.327852875443829
1.553751113324257,-0.866217106386845,-2.333415365758139
1.563492229995105,-0.851415578204292,-2.348044524266525
1.564555978294945,-0.83174888170291,-2.349642055947666
1.575527860832978,-0.817193799387954,-2.366119572253842
1.582118401141273,-0.800138940563891,-2.376017211516749
1.588405082126998,-0.782763771914567,-2.385458516424538
1.589752084138703,-0.762855553603097,-2.387481437061484
1.598574897237559,-0.746403063031018,-2.400731492026873
1.594742450322067,-0.72397702907597,-2.394975943120506
1.60362058575396,-0.707256019030508,-2.408309080878802
1.605760610554293,-0.687420673518922,-2.411522959027869
1.614873725586168,-0.670424864227397,-2.425208987931046
1.619937270493669,-0.651564399158012,-2.432813393418544
1.631521824957115,-0.635111354328531,-2.450211017245588
1.635804283281845,-0.61561045750629,-2.456642390953031
1.643133077343361,-0.597105749355885,-2.467648735874664
1.643547367796913,-0.575988149104276,-2.468270915129704
1.650245831592092,-0.556980822220491,-2.478330633325628
1.653347477902776,-0.5366327023337,-2.482988669672912
1.666436623368634,-0.51931674431767,-2.502645880466044
1.672475536164364,-0.499556176102274,-2.511715088390782
1.681355347791106,-0.480451109353293,-2.525050743449811
1.684236752396836,-0.459479789397515,-2.529378021946554
1.692883846264583,-0.439932234633083,-2.542364182681771
1.689213219811206,-0.417119258178065,-2.536851654906366
1.696951471552521,-0.397070851752595,-2.548472921248475
1.702334836352987,-0.376301624805172,-2.556557630592954
1.712900917792365,-0.356471646796053,-2.572425716913258
1.715536513347991,-0.334820421218017,-2.576383840653079
1.728906774180796,-0.315057152910766,-2.596463229046701
1.733400313484269,-0.293445122867711,-2.603211603073561
1.738246619710731,-0.271771951001084,-2.610489760636262
1.72924449108859,-0.247987377494468,-2.596970410547757
1.729837565225902,-0.225687648660539,-2.59786108621207
1.735254611907261,-0.203939518315003,-2.605996378830634
1.739173314896926,-0.181894483632029,-2.611881466661956
1.737333719280812,-0.159220302746409,-2.609118771504017
1.746280236188343,-0.13744266339333,-2.622554604207869
1.760177641194631,-0.115759079084105,-2.643425654987976
1.770370350759769,-0.093520117797724,-2.658733013363485
1.771959075958938,-0.070674193147044,-2.661118952630024
1.78411166124521,-0.048071787725995,-2.679369642201536
1.795067535644579,-0.025138105085916,-2.695823117568069
1.807477299236477,-0.001922422121944,-2.714460036185497
1.813544970771281,0.021539111551815,-2.72357243383546
1.825160436353176,0.045295362036684,-2.741016479819917
1.825780367821289,0.068937065073509,-2.741947489684372
1.830484542975336,0.092801875345171,-2.749012195539472
1.827026262816707,0.116268987963873,-2.743818568328498
1.828825693226825,0.140049226585241,-2.746520943588329
1.82887240737461,0.16371913418554,-2.746591098653258
1.833684317051055,0.187878490628054,-2.753817599655491
1.834948613167793,0.211752988641211,-2.755716313008206
